,ID,time,speech
118,000118,1710159860.6036491,
119,000119,1710159860.676027,
120,000120,1710159860.7348256,
121,000121,1710159860.8137438,
122,000122,1710159860.8983793,
123,000123,1710159860.9654737,
124,000124,1710159861.0374398,
125,000125,1710159861.111422,
126,000126,1710159861.1644356,
127,000127,1710159861.3146493,
128,000128,1710159861.4012766,
129,000129,1710159861.4674218,
130,000130,1710159861.537757,
131,000131,1710159861.6027417,
132,000132,1710159861.7976112,
133,000133,1710159861.8993776,
134,000134,1710159861.9689631,
135,000135,1710159862.047942,
136,000136,1710159862.1061454,
137,000137,1710159862.179024,
138,000138,1710159862.2371109,
139,000139,1710159862.3068004,
140,000140,1710159862.3766139,
141,000141,1710159862.4488537,
142,000142,1710159862.5143864,
143,000143,1710159862.5680254,
144,000144,1710159862.6709132,
145,000145,1710159862.735922,
146,000146,1710159862.8042214,
147,000147,1710159863.0237343,
148,000148,1710159863.1362839,
149,000149,1710159863.2105186,
150,000150,1710159863.2876985,
151,000151,1710159863.3783216,
152,000152,1710159863.4390507,
153,000153,1710159863.5144777,
154,000154,1710159863.5660071,
155,000155,1710159863.6680057,
156,000156,1710159863.7411783,
157,000157,1710159863.7948155,
158,000158,1710159863.8773117,
159,000159,1710159863.9331672,
160,000160,1710159864.0079327,
161,000161,1710159864.072998,
162,000162,1710159864.1951008,
163,000163,1710159864.2747602,
164,000164,1710159864.3468127,
165,000165,1710159864.4080951,
166,000166,1710159864.4929872,
167,000167,1710159864.5690534,
168,000168,1710159864.6444128,
169,000169,1710159864.7100155,
170,000170,1710159864.7744393,
171,000171,1710159864.841918,
172,000172,1710159864.9361095,
173,000173,1710159865.0006986,
174,000174,1710159865.0634484,
175,000175,1710159865.1716943,
176,000176,1710159865.2635791,
177,000177,1710159865.3350475,
178,000178,1710159865.4337163,
179,000179,1710159865.4995837,
180,000180,1710159865.5657508,
181,000181,1710159865.631973,
182,000182,1710159865.719191,
183,000183,1710159865.8027468,
184,000184,1710159865.867108,
185,000185,1710159865.9345086,
186,000186,1710159866.0037918,
187,000187,1710159866.0784738,
188,000188,1710159866.1791494,
189,000189,1710159866.2394323,
190,000190,1710159866.3105514,
191,000191,1710159866.368038,
192,000192,1710159866.4598453,
193,000193,1710159866.5353124,
194,000194,1710159866.6082757,
195,000195,1710159866.6639938,
196,000196,1710159866.7360086,
197,000197,1710159866.8056018,
198,000198,1710159866.9049132,
199,000199,1710159866.9807863,
200,000200,1710159867.028264,
201,000201,1710159867.1070812,
202,000202,1710159867.164498,
203,000203,1710159867.2503552,
204,000204,1710159867.3138297,
205,000205,1710159867.3654163,
206,000206,1710159867.435725,
207,000207,1710159867.5121577,
208,000208,1710159867.574735,
209,000209,1710159867.7352862,
210,000210,1710159867.816662,
211,000211,1710159867.906377,
212,000212,1710159867.9623058,
213,000213,1710159868.0439851,please look at my head camera
214,000214,1710159868.1062913,please look at my head camera
215,000215,1710159868.171955,please look at my head camera
216,000216,1710159868.2437835,please look at my head camera
217,000217,1710159868.3198016,please look at my head camera
218,000218,1710159868.4525545,please look at my head camera
219,000219,1710159868.5329714,please look at my head camera
220,000220,1710159868.6102018,please look at my head camera
221,000221,1710159868.706106,please look at my head camera
222,000222,1710159868.783703,please look at my head camera
223,000223,1710159868.8883438,please look at my head camera
224,000224,1710159868.9640262,please look at my head camera
225,000225,1710159869.0462766,please look at my head camera
226,000226,1710159869.1312954,please look at my head camera
227,000227,1710159869.1972432,please look at my head camera
228,000228,1710159869.373528,please look at my head camera
229,000229,1710159869.4505222,please look at my head camera
230,000230,1710159869.5374138,please look at my head camera
231,000231,1710159869.6093664,please look at my head camera
232,000232,1710159869.6856103,please look at my head camera
233,000233,1710159869.7691174,please look at my head camera
234,000234,1710159869.847306,please look at my head camera
235,000235,1710159869.9374201,please look at my head camera
236,000236,1710159870.0143507,please look at my head camera
237,000237,1710159870.0777736,please look at my head camera
238,000238,1710159870.1657321,please look at my head camera
239,000239,1710159870.2401066,please look at my head camera
240,000240,1710159870.3034594,please look at my head camera
241,000241,1710159870.382191,please look at my head camera
242,000242,1710159870.4697847,please look at my head camera
243,000243,1710159870.5304754,please look at my head camera
244,000244,1710159870.612266,please look at my head camera
245,000245,1710159870.6968555,please look at my head camera
246,000246,1710159870.7653441,please look at my head camera
247,000247,1710159870.8336864,please look at my head camera
248,000248,1710159870.9341538,please look at my head camera
249,000249,1710159870.9993103,please look at my head camera
250,000250,1710159871.068654,please look at my head camera
251,000251,1710159871.129711,please look at my head camera
252,000252,1710159871.20469,please look at my head camera
253,000253,1710159871.2714646,please look at my head camera
254,000254,1710159871.3311489,please look at my head camera
255,000255,1710159871.439797,please look at my head camera
256,000256,1710159871.5045714,please look at my head camera
257,000257,1710159871.5616257,please look at my head camera
258,000258,1710159871.634852,please look at my head camera
259,000259,1710159871.6962233,please look at my head camera
260,000260,1710159871.7648625,please look at my head camera
261,000261,1710159871.834149,please look at my head camera
262,000262,1710159871.9299424,please look at my head camera
263,000263,1710159871.992219,please look at my face
264,000264,1710159872.1374755,please look at my face
265,000265,1710159872.2362173,please look at my face
266,000266,1710159872.340253,please look at my face
267,000267,1710159872.428308,please look at my face
268,000268,1710159872.6490133,please look at my face
269,000269,1710159872.744238,please look at my face
270,000270,1710159872.8177307,please look at my face
271,000271,1710159872.9563031,please look at my face
272,000272,1710159873.037496,please look at my face
273,000273,1710159873.1295154,please look at my face
274,000274,1710159873.1954856,please look at my face
275,000275,1710159873.2684824,please look at my face
276,000276,1710159873.335401,please look at my face
277,000277,1710159873.398247,please look at my face
278,000278,1710159873.466814,please look at my face
279,000279,1710159873.5399196,please look at my face
280,000280,1710159873.5976877,please look at my face
281,000281,1710159873.6951592,please look at my face
282,000282,1710159873.7682955,please look at my face
283,000283,1710159873.827629,please look at my face
284,000284,1710159873.9034925,please look at my face
285,000285,1710159873.9800165,please look at my face
286,000286,1710159874.0689018,please look at my face
287,000287,1710159874.1736386,please look at my face
288,000288,1710159874.2317436,please look at my face
289,000289,1710159874.2978408,please look at my face
290,000290,1710159874.3700695,please look at my face
291,000291,1710159874.4473703,please look at my face
292,000292,1710159874.5296412,please look at my face
293,000293,1710159874.591887,please look at my face
294,000294,1710159874.7000778,please look at my face
295,000295,1710159874.7663634,please look at my face
296,000296,1710159874.837221,please look at my face
297,000297,1710159874.8978071,please look at my face
298,000298,1710159874.9583344,please look at my face
299,000299,1710159875.030123,please look at my face
300,000300,1710159875.0971198,please look at my face
301,000301,1710159875.2073665,please look at my face
302,000302,1710159875.282746,please look at my face
303,000303,1710159875.3654177,please look at my face
304,000304,1710159875.456186,please look at my face
305,000305,1710159875.5298595,please look at my face
306,000306,1710159875.5976055,please look at my face
307,000307,1710159875.8251746,please look at my face
308,000308,1710159875.9381206,please look at my face
309,000309,1710159876.0052726,please look at my face
310,000310,1710159876.106576,please look at my face
311,000311,1710159876.1926374,please look at my face
312,000312,1710159876.2818203,please look at my face
313,000313,1710159876.368309,please look at my face
314,000314,1710159876.4396858,please look at my face
315,000315,1710159876.5111518,please look at my face
316,000316,1710159876.592686,please look at my face
317,000317,1710159876.6939065,please look at my face
318,000318,1710159876.7639482,please look at my face
319,000319,1710159876.8405678,please look at my face
320,000320,1710159876.9058454,please look at my face
321,000321,1710159876.9561322,please look at my face
322,000322,1710159877.046446,please look at my face
323,000323,1710159877.126191,please look at my face
324,000324,1710159877.1946719,please look at my face
325,000325,1710159877.292805,please look at my face
326,000326,1710159877.3689108,please look at my face
327,000327,1710159877.4517267,please look at my face
328,000328,1710159877.5315723,please look at my face
329,000329,1710159877.5947447,please look at my face
330,000330,1710159877.6982834,please look at my face
331,000331,1710159877.7623165,please look at my face
332,000332,1710159877.8282914,please look at my face
333,000333,1710159877.8937635,please look at my face
334,000334,1710159877.9618394,please look at my face
335,000335,1710159878.0562317,please look at my face
336,000336,1710159878.1223874,please look at my tablet
337,000337,1710159878.1978178,please look at my tablet
338,000338,1710159878.38352,please look at my tablet
339,000339,1710159878.5882828,please look at my tablet
340,000340,1710159878.793871,please look at my tablet
341,000341,1710159878.9980965,please look at my tablet
342,000342,1710159879.087706,please look at my tablet
343,000343,1710159879.1761649,please look at my tablet
344,000344,1710159879.3056657,please look at my tablet
345,000345,1710159879.3785343,please look at my tablet
346,000346,1710159879.4855993,please look at my tablet
347,000347,1710159879.5560029,please look at my tablet
348,000348,1710159879.6279418,please look at my tablet
349,000349,1710159879.697515,please look at my tablet
350,000350,1710159879.7561777,please look at my tablet
351,000351,1710159879.8366685,please look at my tablet
352,000352,1710159879.898786,please look at my tablet
353,000353,1710159879.9604313,please look at my tablet
354,000354,1710159880.0385096,please look at my tablet
355,000355,1710159880.109639,please look at my tablet
356,000356,1710159880.2050464,please look at my tablet
357,000357,1710159880.2777615,please look at my tablet
358,000358,1710159880.36083,please look at my tablet
359,000359,1710159880.4604876,please look at my tablet
360,000360,1710159880.5357964,please look at my tablet
361,000361,1710159880.600927,please look at my tablet
362,000362,1710159880.6757393,please look at my tablet
363,000363,1710159880.728825,please look at my tablet
364,000364,1710159880.7963085,please look at my tablet
365,000365,1710159880.8579578,please look at my tablet
366,000366,1710159880.9719708,please look at my tablet
367,000367,1710159881.024444,please look at my tablet
368,000368,1710159881.093242,please look at my tablet
369,000369,1710159881.1554513,please look at my tablet
370,000370,1710159881.2278366,please look at my tablet
371,000371,1710159881.3214166,please look at my tablet
372,000372,1710159881.393558,please look at my tablet
373,000373,1710159881.4757957,please look at my tablet
374,000374,1710159881.5458252,please look at my tablet
375,000375,1710159881.6302226,please look at my tablet
376,000376,1710159881.7020433,please look at my tablet
377,000377,1710159881.758676,please look at my tablet
378,000378,1710159881.831803,please look at my tablet
379,000379,1710159881.9289238,please look at my tablet
380,000380,1710159881.993494,please look at my tablet
381,000381,1710159882.072579,please look at my tablet
382,000382,1710159882.179424,please look at my tablet
383,000383,1710159882.2907946,please look at my tablet
384,000384,1710159882.365483,please look at my tablet
385,000385,1710159882.5860624,please look at my tablet
386,000386,1710159882.7890155,please look at my tablet
387,000387,1710159882.8644996,please look at my tablet
388,000388,1710159882.9563034,please look at my tablet
389,000389,1710159883.03475,please look at my tablet
390,000390,1710159883.0955026,please look at my tablet
391,000391,1710159883.1585846,please look at my tablet
392,000392,1710159883.22607,please look at my tablet
393,000393,1710159883.3014712,please look at my tablet
394,000394,1710159883.3713493,please look at my tablet
395,000395,1710159883.46012,please look at my tablet
396,000396,1710159883.539798,please look at my tablet
397,000397,1710159883.5948622,please look at my tablet
398,000398,1710159883.705667,please look at my tablet
399,000399,1710159883.7770445,please look at my left elbow
400,000400,1710159883.9028313,please look at my left elbow
401,000401,1710159883.989713,please look at my left elbow
402,000402,1710159884.0674517,please look at my left elbow
403,000403,1710159884.1432767,please look at my left elbow
404,000404,1710159884.2422729,please look at my left elbow
405,000405,1710159884.4302573,please look at my left elbow
406,000406,1710159884.5102403,please look at my left elbow
407,000407,1710159884.597589,please look at my left elbow
408,000408,1710159884.6811755,please look at my left elbow
409,000409,1710159884.7592158,please look at my left elbow
410,000410,1710159884.821239,please look at my left elbow
411,000411,1710159884.8925998,please look at my left elbow
412,000412,1710159884.9658928,please look at my left elbow
413,000413,1710159885.0304468,please look at my left elbow
414,000414,1710159885.097385,please look at my left elbow
415,000415,1710159885.1542356,please look at my left elbow
416,000416,1710159885.229696,please look at my left elbow
417,000417,1710159886.1852708,please look at my left elbow
418,000418,1710159886.2702997,please look at my left elbow
419,000419,1710159886.3323762,please look at my left elbow
420,000420,1710159886.3943834,please look at my left elbow
421,000421,1710159886.477026,please look at my left elbow
422,000422,1710159886.5594242,please look at my left elbow
423,000423,1710159886.6191814,please look at my left elbow
424,000424,1710159886.7242553,please look at my left elbow
425,000425,1710159886.7896178,please look at my left elbow
426,000426,1710159886.8548203,please look at my left elbow
427,000427,1710159886.9691098,please look at my left elbow
428,000428,1710159887.0340388,please look at my left elbow
429,000429,1710159887.098254,please look at my left elbow
430,000430,1710159887.168002,please look at my left elbow
431,000431,1710159887.2312376,please look at my left elbow
432,000432,1710159887.2999358,please look at my left elbow
433,000433,1710159887.3620899,please look at my left elbow
434,000434,1710159887.4146168,please look at my left elbow
435,000435,1710159887.4878688,please look at my left elbow
436,000436,1710159887.562134,please look at my left elbow
437,000437,1710159887.6217933,please look at my left elbow
438,000438,1710159887.8052607,please look at my left elbow
439,000439,1710159888.1139975,please look at my left elbow
440,000440,1710159888.2243025,please look at my left elbow
441,000441,1710159888.292224,please look at my left elbow
442,000442,1710159888.3725722,please look at my left elbow
443,000443,1710159888.4281101,please look at my left elbow
444,000444,1710159888.4948654,please look at my left elbow
445,000445,1710159888.5606036,please look at my left elbow
446,000446,1710159888.629833,please look at my left elbow
447,000447,1710159888.7458355,please look at my left elbow
448,000448,1710159888.8320417,please look at my left elbow
449,000449,1710159888.908029,please look at my left elbow
450,000450,1710159888.9944892,please look at my left elbow
451,000451,1710159889.0601873,please look at my left elbow
452,000452,1710159889.122845,please look at my left elbow
453,000453,1710159889.200057,please look at my left elbow
454,000454,1710159889.2832212,please look at my left elbow
455,000455,1710159889.3602352,please look at my left elbow
456,000456,1710159889.428042,please look at my left elbow
457,000457,1710159889.514127,please look at my left elbow
458,000458,1710159889.5872774,please look at my left elbow
459,000459,1710159889.6553822,please look at my left elbow
460,000460,1710159889.7211523,please look at my left elbow
461,000461,1710159889.7995226,please look at my left elbow
462,000462,1710159889.8608046,please look at my left elbow
463,000463,1710159889.9585078,please look at my left elbow
464,000464,1710159890.0181828,please look at my left elbow
465,000465,1710159890.1145062,please look at my right elbow
466,000466,1710159890.2220263,please look at my right elbow
467,000467,1710159890.3173518,please look at my right elbow
468,000468,1710159890.4004533,please look at my right elbow
469,000469,1710159890.50019,please look at my right elbow
470,000470,1710159890.5689015,please look at my right elbow
471,000471,1710159890.64171,please look at my right elbow
472,000472,1710159890.9786568,please look at my right elbow
473,000473,1710159891.0618496,please look at my right elbow
474,000474,1710159891.1833189,please look at my right elbow
475,000475,1710159891.2524104,please look at my right elbow
476,000476,1710159891.321723,please look at my right elbow
477,000477,1710159891.389751,please look at my right elbow
478,000478,1710159891.4912283,please look at my right elbow
479,000479,1710159891.5628304,please look at my right elbow
480,000480,1710159891.619218,please look at my right elbow
481,000481,1710159891.6814618,please look at my right elbow
482,000482,1710159891.7542024,please look at my right elbow
483,000483,1710159891.8165333,please look at my right elbow
484,000484,1710159891.8996694,please look at my right elbow
485,000485,1710159891.9937432,please look at my right elbow
486,000486,1710159892.047567,please look at my right elbow
487,000487,1710159892.1215405,please look at my right elbow
488,000488,1710159892.1886432,please look at my right elbow
489,000489,1710159892.2524254,please look at my right elbow
490,000490,1710159892.330503,please look at my right elbow
491,000491,1710159892.4249036,please look at my right elbow
492,000492,1710159892.4919567,please look at my right elbow
493,000493,1710159892.5505779,please look at my right elbow
494,000494,1710159892.6185188,please look at my right elbow
495,000495,1710159892.68634,please look at my right elbow
496,000496,1710159892.7675147,please look at my right elbow
497,000497,1710159892.8260696,please look at my right elbow
498,000498,1710159892.9054773,please look at my right elbow
499,000499,1710159892.9821908,please look at my right elbow
500,000500,1710159893.050389,please look at my right elbow
501,000501,1710159893.1409135,please look at my right elbow
502,000502,1710159893.2235935,please look at my right elbow
503,000503,1710159893.293777,please look at my right elbow
504,000504,1710159893.372447,please look at my right elbow
505,000505,1710159893.4547133,please look at my right elbow
506,000506,1710159893.5492873,please look at my right elbow
507,000507,1710159893.624238,please look at my right elbow
508,000508,1710159893.6937435,please look at my right elbow
509,000509,1710159893.754675,please look at my right elbow
510,000510,1710159893.8252227,please look at my right elbow
511,000511,1710159893.8986783,please look at my right elbow
512,000512,1710159893.9854722,please look at my right elbow
513,000513,1710159894.053287,please look at my right elbow
514,000514,1710159894.15353,please look at my right elbow
515,000515,1710159894.2124002,please look at my right elbow
516,000516,1710159894.2881355,please look at my right elbow
517,000517,1710159894.3525057,please look at my right elbow
518,000518,1710159894.4215062,please look at my right elbow
519,000519,1710159894.490019,please look at my right elbow
520,000520,1710159894.5565019,please look at my right elbow
521,000521,1710159894.6227603,please look at my right elbow
522,000522,1710159894.6859176,please look at my right elbow
523,000523,1710159894.7554734,please look at my right elbow
524,000524,1710159894.8316844,please look at my right elbow
525,000525,1710159894.9625068,please look at my right elbow
526,000526,1710159895.0228074,please look at my right elbow
527,000527,1710159895.0873132,please look at my right elbow
528,000528,1710159895.156989,please look at my right elbow
529,000529,1710159895.2161508,please look at my right elbow
530,000530,1710159895.2916722,please look at my right elbow
531,000531,1710159895.3592033,please look at my right elbow
532,000532,1710159895.4190407,please look at my right elbow
533,000533,1710159895.4880633,please look at my right elbow
534,000534,1710159895.552233,please look at my right elbow
535,000535,1710159895.6159687,please look at my right elbow
536,000536,1710159895.694648,please look at my right elbow
537,000537,1710159895.7624807,please look at my right elbow
538,000538,1710159895.8327682,please look at my right elbow
539,000539,1710159895.936144,
540,000540,1710159896.0283864,
541,000541,1710159896.0973725,
542,000542,1710159896.1978574,
543,000543,1710159896.2544093,
544,000544,1710159896.3240228,
545,000545,1710159896.4184632,
546,000546,1710159896.7131138,
547,000547,1710159896.7846966,
548,000548,1710159896.849632,
549,000549,1710159896.9308066,
550,000550,1710159896.9901068,
551,000551,1710159897.0552332,
552,000552,1710159897.1440768,
553,000553,1710159897.212579,
554,000554,1710159897.2791123,
555,000555,1710159897.3495564,
556,000556,1710159897.4307115,
557,000557,1710159897.4936988,
558,000558,1710159897.5620818,
559,000559,1710159897.6231427,
560,000560,1710159897.6816554,
561,000561,1710159897.7596817,
562,000562,1710159897.8250875,
563,000563,1710159897.8894951,
564,000564,1710159898.005092,
565,000565,1710159898.0805395,
566,000566,1710159898.1590629,
567,000567,1710159898.3523993,
568,000568,1710159898.4495068,
569,000569,1710159898.5561488,
570,000570,1710159898.6225677,
571,000571,1710159898.702504,
572,000572,1710159898.783,
573,000573,1710159898.858567,
574,000574,1710159898.964937,
575,000575,1710159899.0166197,
576,000576,1710159899.0942178,
577,000577,1710159899.1546206,
578,000578,1710159899.2457633,
579,000579,1710159899.3381648,
580,000580,1710159899.421666,
581,000581,1710159899.4971402,
582,000582,1710159899.570412,
583,000583,1710159899.6493227,
584,000584,1710159899.7861888,
585,000585,1710159899.8546448,
586,000586,1710159899.9210207,
587,000587,1710159899.989711,
588,000588,1710159900.0477834,
589,000589,1710159900.131157,
590,000590,1710159900.22199,
591,000591,1710159900.280308,
592,000592,1710159900.3533955,
593,000593,1710159900.4183884,
594,000594,1710159900.4893537,
595,000595,1710159900.5552,
596,000596,1710159900.6127667,
597,000597,1710159900.6824439,
598,000598,1710159900.7523754,
599,000599,1710159900.8116288,
600,000600,1710159900.8890898,
601,000601,1710159900.9633188,
602,000602,1710159901.0405118,
603,000603,1710159901.1152334,
604,000604,1710159901.180333,
605,000605,1710159901.2551467,
606,000606,1710159901.3220944,
607,000607,1710159901.4146008,
608,000608,1710159901.4803092,
609,000609,1710159901.561323,
610,000610,1710159901.6206517,
611,000611,1710159901.6805398,
612,000612,1710159901.7724407,
613,000613,1710159901.863465,
614,000614,1710159901.971894,
615,000615,1710159902.046342,
616,000616,1710159902.1150835,
617,000617,1710159902.1906924,
618,000618,1710159902.2505121,
619,000619,1710159902.3235052,
620,000620,1710159902.3802056,
621,000621,1710159902.4537275,
622,000622,1710159902.5773103,
623,000623,1710159902.6696408,
624,000624,1710159902.7532544,
625,000625,1710159902.8330717,
626,000626,1710159902.9279194,
627,000627,1710159902.9846084,
628,000628,1710159903.0538895,
629,000629,1710159903.1123881,
630,000630,1710159903.2077098,
631,000631,1710159903.286633,
632,000632,1710159903.3565843,
633,000633,1710159903.4194167,
634,000634,1710159903.4780743,
635,000635,1710159903.5612836,
636,000636,1710159903.6205091,
637,000637,1710159903.6849415,
638,000638,1710159903.7527585,
639,000639,1710159903.8182192,
640,000640,1710159903.88629,
641,000641,1710159903.952486,
642,000642,1710159904.0129228,
643,000643,1710159904.0816905,
644,000644,1710159904.1479144,
645,000645,1710159904.2905917,
646,000646,1710159904.3476496,
647,000647,1710159904.4217794,
648,000648,1710159904.4766905,
649,000649,1710159904.5463085,
650,000650,1710159904.625325,
651,000651,1710159904.6751132,
652,000652,1710159904.753318,
653,000653,1710159904.8280828,
654,000654,1710159904.8843763,
655,000655,1710159904.9490995,
656,000656,1710159905.0138388,
657,000657,1710159905.0897193,
658,000658,1710159905.1570182,
659,000659,1710159905.256489,
660,000660,1710159905.3152082,
661,000661,1710159905.382333,
662,000662,1710159905.4433398,
663,000663,1710159905.5215049,
664,000664,1710159905.5788167,
665,000665,1710159905.6489866,
666,000666,1710159905.747233,
667,000667,1710159905.8193471,
668,000668,1710159905.8774085,
669,000669,1710159905.9521136,
670,000670,1710159906.0321805,
671,000671,1710159906.1151466,
672,000672,1710159906.1810317,
673,000673,1710159906.2501194,
674,000674,1710159906.3171647,
675,000675,1710159906.3842707,
676,000676,1710159906.4545858,
677,000677,1710159906.5345201,
678,000678,1710159906.6152537,
679,000679,1710159906.6806223,
680,000680,1710159906.7505324,
681,000681,1710159906.8125226,
682,000682,1710159906.8715756,
683,000683,1710159906.956422,
684,000684,1710159907.012925,
685,000685,1710159907.0807135,
686,000686,1710159907.1711404,
687,000687,1710159907.2531223,
688,000688,1710159907.3563528,
689,000689,1710159907.4304438,
690,000690,1710159907.516166,
691,000691,1710159907.581112,
692,000692,1710159907.650379,
693,000693,1710159907.7736251,
694,000694,1710159907.8593876,
695,000695,1710159907.9253116,
696,000696,1710159908.0191257,
697,000697,1710159908.0971591,
698,000698,1710159908.1816328,
699,000699,1710159908.2472837,
700,000700,1710159908.320446,
701,000701,1710159908.3844326,
702,000702,1710159908.4536915,
703,000703,1710159908.5449264,
704,000704,1710159908.6298156,
705,000705,1710159908.725645,please look at my head camera
706,000706,1710159908.7850852,please look at my head camera
707,000707,1710159908.8457627,please look at my head camera
708,000708,1710159908.9119635,please look at my head camera
709,000709,1710159909.0224102,please look at my head camera
710,000710,1710159909.09065,please look at my head camera
711,000711,1710159909.1581225,please look at my head camera
712,000712,1710159909.255426,please look at my head camera
713,000713,1710159909.3410153,please look at my head camera
714,000714,1710159909.4137547,please look at my head camera
715,000715,1710159909.511486,please look at my head camera
716,000716,1710159909.579739,please look at my head camera
717,000717,1710159909.6542666,please look at my head camera
718,000718,1710159909.821174,please look at my head camera
719,000719,1710159909.8831508,please look at my head camera
720,000720,1710159909.9604526,please look at my head camera
721,000721,1710159910.025315,please look at my head camera
722,000722,1710159910.0798872,please look at my head camera
723,000723,1710159910.158362,please look at my head camera
724,000724,1710159910.2503116,please look at my head camera
725,000725,1710159910.3320997,please look at my head camera
726,000726,1710159910.41387,please look at my head camera
727,000727,1710159910.538497,please look at my head camera
728,000728,1710159910.6111534,please look at my head camera
729,000729,1710159910.678084,please look at my head camera
730,000730,1710159910.7567801,please look at my head camera
731,000731,1710159910.8134484,please look at my head camera
732,000732,1710159910.88269,please look at my head camera
733,000733,1710159910.9613676,please look at my head camera
734,000734,1710159911.0484524,please look at my head camera
735,000735,1710159911.122327,please look at my head camera
736,000736,1710159911.1875653,please look at my head camera
737,000737,1710159911.2562165,please look at my head camera
738,000738,1710159911.3456123,please look at my head camera
739,000739,1710159911.4137225,please look at my head camera
740,000740,1710159911.5146964,please look at my head camera
741,000741,1710159911.582481,please look at my head camera
742,000742,1710159911.6427183,please look at my head camera
743,000743,1710159911.7204823,please look at my head camera
744,000744,1710159911.7851124,please look at my head camera
745,000745,1710159911.8555198,please look at my head camera
746,000746,1710159911.9560232,please look at my head camera
747,000747,1710159912.008874,please look at my head camera
748,000748,1710159912.0770965,please look at my head camera
749,000749,1710159912.153977,please look at my head camera
750,000750,1710159912.211939,please look at my head camera
751,000751,1710159912.2962685,please look at my head camera
752,000752,1710159912.3889697,please look at my head camera
753,000753,1710159912.445367,please look at my head camera
754,000754,1710159912.5340624,please look at my head camera
755,000755,1710159912.609296,please look at my head camera
756,000756,1710159912.6819315,please look at my head camera
757,000757,1710159912.7562096,please look at my face 
758,000758,1710159912.8399189,please look at my face 
759,000759,1710159912.9311619,please look at my face 
760,000760,1710159913.0977106,please look at my face 
761,000761,1710159913.3017564,please look at my face 
762,000762,1710159913.3829086,please look at my face 
763,000763,1710159913.445577,please look at my face 
764,000764,1710159913.5299685,please look at my face 
